,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
775,Gionee M7 Power,1,"2017, October",199 g (7.02 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, AF, f/2.0","8 MP, f/2.2","4.1, A2DP, LE",Non-removable Li-Po 5000 mAh battery,About 260 EUR
776,Gionee M7,1,"2017, September",180 g (6.35 oz),"AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.2 cm2 (~78.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.65 GHz Cortex A53),"64 GB, 6 GB RAM","64 GB, 6 GB RAM","16 MP, AF
8 MP",8 MP,"4.2, A2DP",Non-removable Li-Po 4000 mAh battery,About 360 EUR
777,Gionee X1s,1,"2017, September",166 g (5.86 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.5 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, AF",16 MP,"4.0, A2DP",Non-removable Li-Ion 4000 mAh battery,About 13000 INR
778,Gionee X1,1,"2017, August",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF","8 MP, f/2.0, 1/4"", 1.12m","4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 9000 INR
780,Gionee A1 Lite,1,"2017, June",161 g (5.68 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF","20 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 15000 INR
781,Gionee S10,1,"2017, May",178 g (6.28 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, AF
8 MP","20 MP
8 MP","4.0, A2DP, LE",Non-removable Li-Po 3450 mAh battery,About 380 USD
782,Gionee S10B,1,"2017, May",176 g (6.21 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, PDAF
5 MP, depth sensor",16 MP,"4.0, A2DP, LE",Non-removable Li-Po 3700 mAh battery,About 240 USD
783,Gionee S10C,1,"2017, May",151 g (5.33 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.4 GHz Cortex-A53,"32 GB, 4 GB RAM","32 GB, 4 GB RAM","13 MP, PDAF, f/2.0",16 MP,"4.0, A2DP, LE",Non-removable Li-Po 3100 mAh battery,About 200 USD
784,Gionee M6s Plus,1,"2017, April",215 g (7.58 oz),"AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~75.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53),"64/256 GB, 6 GB RAM","64/256 GB, 6 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, PDAF","8 MP, f/2.0, 1/4"", 1.12m","4.0, A2DP",Non-removable Li-Po 6020 mAh battery,About 460 EUR
785,Gionee A1 Plus,1,"2017, February",226 g (7.97 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF
5 MP, depth sensor","20 MP, f/2.0, 1/2.8""","4.0, A2DP",Non-removable Li-Ion 4550 mAh battery,About 370 EUR
786,Gionee A1,1,"2017, February",182 g (6.42 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF","16 MP, f/2.0, 1/3""","4.0, A2DP",Non-removable Li-Ion 4010 mAh battery,About 280 EUR
787,Gionee F5,1,"2017, January",162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","13 MP, AF",8 MP,"4.0, A2DP",Non-removable Li-Po 4000 mAh battery,About 250 EUR
788,Gionee M2017,1,"2016, December",238 g (8.40 oz),"AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~74.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","12 MP, PDAF
13 MP, 2x optical zoom",8 MP,"4.0, A2DP",Non-removable Li-Po 7000 mAh battery,About 1150 EUR
789,Gionee Steel 2,1,"2016, December",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.25 GHz Cortex-A53,"16/32 GB, 3 GB RAM","16/32 GB, 3 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Po 4000 mAh battery,About 210 EUR
790,Gionee P7,1,"2016, December",167 g (5.89 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Ion 2300 mAh battery,About 140 EUR
791,Gionee S9,1,"2016, November",168.2 g (5.93 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, PDAF
5 MP, depth sensor",13 MP,"4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 370 EUR
792,Gionee P7 Max,1,"2016, October",183 g (6.46 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 2.2 GHz,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF",5 MP,"4.0, A2DP",Removable 3100 mAh battery,About 190 EUR
794,Gionee S6s,1,"2016, August",166 g (5.86 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF","8 MP, f/2.2","4.0, A2DP",Non-removable Li-Po 3150 mAh battery,About 280 EUR
797,Gionee S6 Pro,1,"2016, June",170 g (6.00 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, PDAF, f/2.0",8 MP,"4.0, A2DP",Non-removable Li-Po 3130 mAh battery,About 390 EUR
798,Gionee P5 Mini,0,"2016, March",153 g (5.40 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","5 MP, AF",2 MP,"4.0, A2DP",Removable Li-Ion 1800 mAh battery,About 90 EUR
799,Gionee W909,1,"2016, March",207.7 g (7.41 oz),"IPS LCD capacitive touchscreen, 16M colors","4.2 inches, 48.6 cm2 (~62.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~350 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, AF",5 MP,"4.0, A2DP, LE",Non-removable Li-Ion 2530 mAh battery,About 550 EUR
800,Gionee S8,1,"2016, February",147.2 g (5.19 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, PDAF & laser AF, f/1.8","8 MP, 1/4""","4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 450 EUR
801,Gionee Marathon M5 mini,0,"2016, January",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Po 4000 mAh battery,About 120 EUR
802,Gionee Marathon M5 enjoy,1,"2015, December",200 g (7.05 oz),"TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.0 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Po 5000 mAh battery,About 340 EUR
803,Gionee Marathon M5 Plus,1,"2015, December",208 g (7.34 oz),"AMOLED capacitive touchscreen, 16M colors","6.0 inches, 98.7 cm2 (~75.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)",Octa-core 1.3 GHz Cortex-A53,"64 GB, 3 GB RAM","64 GB, 3 GB RAM","13 MP, PDAF, f/2.2",5 MP,"4.0, A2DP",Non-removable Li-Po 5020 mAh battery,About 420 EUR
804,Gionee Marathon M5 lite,1,"2015, December",183 g (6.46 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Po 4000 mAh battery,About 170 EUR
805,Gionee Pioneer P5W,0,"2015, December",153 g (5.40 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, AF",2 MP,"4.0, A2DP",Removable Li-Ion 2000 mAh battery,About 90 EUR
806,Gionee S6,1,"2015, November",147 g (5.19 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF, f/2.0",5 MP,"4.0, A2DP",Non-removable Li-Ion 3150 mAh battery,About 290 EUR
808,Gionee F103,1,"2015, September",136.6 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"2.0, A2DP",Removable Li-Ion 2400 mAh battery,About 130 EUR
809,Gionee Elife E8,1,"2015, June",210 g (7.41 oz),"AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~73.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~490 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 3 GB RAM","64 GB, 3 GB RAM","24 MP, OIS, PDAF, f/2.0","8 MP, AF","4.0, A2DP, EDR",Non-removable Li-Po 3500 mAh battery,About 480 EUR
810,Google Pixel 3 XL,1,"2018, October",184 g (6.49 oz),"P-OLED capacitive touchscreen, 16M colors","6.3 inches, 100.3 cm2 (~82.8% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~523 ppi density)",Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver),"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4m, OIS, dual pixel PDAF","8 MP, f/1.8, 28mm (wide), PDAF
8 MP, f/2.2, 19mm (ultrawide), no AF","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3430 mAh battery,About 960 EUR
811,Google Pixel 3,1,"2018, October",148 g (5.22 oz),"P-OLED capacitive touchscreen, 16M colors","5.5 inches, 76.7 cm2 (~77.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~443 ppi density)",Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver),"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4m, OIS, dual pixel PDAF","8 MP, f/1.8, 28mm (wide), PDAF
8 MP, f/2.2, 19mm (ultrawide), no AF","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 2915 mAh battery,About 850 EUR
812,Google Pixel 2,1,"2017, October",143 g (5.04 oz),"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4m, OIS, dual pixel PDAF & laser AF","8 MP, f/2.4, 27mm (wide), 1/3.2"", 1.4m","5.0, A2DP, LE, aptX HD",Non-removable Li-Ion 2700 mAh battery,About 550 EUR
813,Google Pixel 2 XL,1,"2017, October",175 g (6.17 oz),"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.6 cm2 (~76.4% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)",Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4m, OIS, dual pixel PDAF & laser AF","8 MP, f/2.4, 25mm (wide), 1/3.2"", 1.4m","5.0, A2DP, LE, aptX HD",Non-removable Li-Ion 3520 mAh battery,About 530 EUR
814,Google Pixel XL,1,"2016, October",168 g (5.93 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"32/128 GB, 4 GB RAM","32/128 GB, 4 GB RAM","12.3 MP, f/2.0, 1/2.3"", 1.55m, PDAF & laser AF","8 MP, f/2.4, 1/3.2"", 1.4m","4.2, A2DP, LE, aptX",Non-removable Li-Ion 3450 mAh battery,About 380 EUR
815,Google Pixel,1,"2016, October",143 g (5.04 oz),"AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"32/128 GB, 4 GB RAM","32/128 GB, 4 GB RAM","12.3 MP, f/2.0, 1/2.3"", 1.55m, PDAF & laser AF","8 MP, f/2.4, 1/3.2"", 1.4m","4.2, A2DP, LE, aptX",Non-removable Li-Ion 2770 mAh battery,About 290 EUR
816,Google Pixel C,0,"2015, October",517 g (1.14 lb),"LTPS IPS LCD capacitive touchscreen, 16M colors","10.2 inches, 313.8 cm2 (~72.4% screen-to-body ratio)",2560 x 1800 pixels (~308 ppi density),Quad-core 1.9 GHz,"32/64 GB, 3 GB RAM","32/64 GB, 3 GB RAM","8 MP, f/2.4",2 MP,"4.1, A2DP",Non-removable Li-Po 9240 mAh battery (34.2 Wh),About 340 EUR
822,Haier L7,1,2017,160 g (5.64 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.4","4.0, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 120 EUR
832,HP Elite x3,1,"2016, February",195 g (6.88 oz),"Capacitive touchscreen, 16M colors","5.96 inches, 97.5 cm2 (~72.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~494 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, AF, f/2.2",8 MP,"4.0, A2DP, LE",Non-removable Li-Po 4150 mAh battery,About 700 EUR
833,HP Slate 17,0,"2014, September",2005 g (4.42 lb),"IPS LCD capacitive touchscreen, 16M colors","17.3 inches, 825.1 cm2 (~69.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~127 ppi density)",Dual-core 1.58 GHz,"32 GB, 2 GB RAM","32 GB, 2 GB RAM",0.9 MP,No,"4.0, A2DP","Non-removable Li-Po battery (43 Wh, 3-cell)",About 370 EUR
834,HP Pro Slate 12,0,"2015, January. Released 2015, January",850 g (1.87 lb),"IPS LCD capacitive touchscreen, 16M colors","12.3 inches, 468.5 cm2 (~70.3% screen-to-body ratio)","1200 x 1600 pixels, 4:3 ratio (~163 ppi density)",Quad-core 2.3 GHz Krait 400,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, LE",Non-removable Li-Po battery (21 Wh),About 490 EUR
835,HP Pro Slate 10 EE G1,0,"2015, January",855 g (1.88 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~58.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Quad-core 1.33 GHz,"16/32 GB, 1/2 GB RAM","16/32 GB, 1/2 GB RAM","5 MP, AF or 2 MP, AF",2 MP or 1.3 MP,"4.0, A2DP, LE",Non-removable Li-Ion 8380 mAh battery (28.5 Wh),About 240 EUR
836,HP Pro Slate 8,0,"2015, January",350 g (12.35 oz),"IPS LCD capacitive touchscreen, 16M colors","7.86 inches, 191.3 cm2 (~67.5% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~326 ppi density)",Quad-core 2.3 GHz Krait 400,"16/32 GB, 2 GB RAM","16/32 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, LE",Non-removable Li-Po 5900 mAh battery (21 Wh),About 390 EUR
837,HP Slate6 VoiceTab II,0,"2014, November",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~72.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.2 GHz,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","8 MP, AF",2 MP,"3.0, EDR",Removable Li-Ion 3000 mAh battery,About 200 EUR
839,HP 7 VoiceTab,0,"2014, October",305 g (10.76 oz),"TFT capacitive touchscreen, 16M colors","6.95 inches, 135.9 cm2 (~69.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~171 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,VGA,"4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 140 EUR
841,HP 8,0,"2014, February",313 g (11.04 oz),"IPS LCD capacitive touchscreen, 16M colors","7.85 inches, 190.8 cm2 (~69.9% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~163 ppi density)",Quad-core 1.0 GHz Cortex-A7,"16 GB, 1 GB RAM","16 GB, 1 GB RAM",2 MP,VGA,"4.0, A2DP",Non-removable Li-Po 3800 mAh battery,About 120 EUR
842,HP Slate7 VoiceTab Ultra,1,2014,239 g (8.43 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~74.5% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~323 ppi density)",Quad-core 1.6 GHz Cortex-A9,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.0, LE",Non-removable Li-Po 5000 mAh battery (19 Wh),About 400 EUR
843,HP Slate7 VoiceTab,0,"2014, January",325 g (11.46 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Quad-core 1.2 GHz,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, AF",2 MP,"3.0, EDR",Non-removable Li-Ion 4100 mAh battery,About 180 EUR
844,HP Slate6 VoiceTab,0,"2014, January",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~72.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.2 GHz,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, AF",2 MP,"3.0, EDR",Removable Li-Ion 3000 mAh battery,About 270 EUR
846,HP Slate10 HD,0,"2013, December. Released 2013, December",626 g (1.38 lb),"Capacitive touchscreen, 16M colors","10.0 inches, 290.0 cm2 (~62.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~151 ppi density)",Dual-core 1.2 GHz,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, AF",2 MP,3.0,Non-removable Li-Po 7000 mAh battery,About 220 EUR
847,HP Slate7 Extreme,0,"2013, December. Released 2013, December",319.8 g (11.25 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~59.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Quad-core 1.8 GHz Cortex-A15,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","5 MP, AF",VGA,3.0,Non-removable Li-Po 4100 mAh battery,About 150 EUR
848,HP Slate7 Plus,0,"2013, December. Released 2013, December",340.2 (11.99 oz),"Capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~59.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Quad-core 1.3 GHz Cortex-A9,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","5 MP, AF",VGA,3.0,Non-removable Li-Po 4000 mAh battery,About 110 EUR
849,HP Slate 7,0,"2013, February. Released 2013, April",372 g (13.12 oz),"FFS+ LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~60.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Dual-core 1.6 GHz Cortex-A9,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",3.15 MP,VGA,"2.1, A2DP, EDR",Non-removable battery,About 130 EUR
851,HP Veer 4G,0,"2011, May. Released 2011, May 15th",103 g (3.63 oz),"TFT capacitive touchscreen, 256K colors","2.6 inches, 21.3 cm2 (~46.5% screen-to-body ratio)",320 x 400 pixels (~197 ppi density),800 MHz Scorpion,8 GB (6.1 GB user available),8 GB (6.1 GB user available),5 MP,No,"2.1, A2DP",Removable Li-Ion 910 mAh battery,About 320 EUR
852,HP Veer,0,"2011, February. Released 2011, June",103 g (3.63 oz),"TFT capacitive touchscreen, 256K colors","2.6 inches, 21.3 cm2 (~46.5% screen-to-body ratio)",320 x 400 pixels (~197 ppi density),800 MHz Scorpion,8 GB (6.5 GB user available),8 GB (6.5 GB user available),5 MP,No,"2.1, A2DP",Removable Li-Ion 910 mAh battery,About 320 EUR
854,HP Pre 3,0,"2011, February. Released 2011, August",156 g (5.50 oz),"TFT capacitive touchscreen, 16M colors","3.58 inches, 36.5 cm2 (~51.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~261 ppi density)",1.4 GHz Scorpion,"8 GB, 512 MB RAM","8 GB, 512 MB RAM","5 MP, AF",VGA,"2.1, A2DP, EDR",Removable Li-Ion 1230 mAh battery,About 350 EUR
855,HP TouchPad,0,"2011, February. Released 2011, July ",740 g (1.63 lb),"LED-backlit LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~63.9% screen-to-body ratio)","768 x 1024 pixels, 4:3 ratio (~132 ppi density)",Dual-core 1.2 GHz Scorpion,"16/32 GB, 1 GB RAM","16/32 GB, 1 GB RAM",1.3 MP,No,"2.1, A2DP, EDR",Non-removable Li-Ion 6300 mAh battery,About 280 EUR
856,HP iPAQ Glisten,0,"2009, November. Released 2009, December",132 g (4.66 oz),"AMOLED resistive touchscreen, 256K colors (65K effective colors)","2.5 inches, 19.4 cm2 (~27.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~160 ppi density)",528 MHz ARM 11,"256 MB RAM, 512 MB ROM","256 MB RAM, 512 MB ROM","3.15 MP, AF",No,"2.0, A2DP",Removable Li-Po battery,About 140 EUR
